59.76942337,50.34108382
57.97763541,54.6668427
64.62983163,54.88830167
69.71116907,56.99306052
52.59220141,59.0865543
54.88830212,64.62983145
56.9930611,69.71116883
43.40779918,59.08655454
41.11169877,64.62983182
34.94410024,67.53953637
43.41537813,71.04845423
36.91344583,52.59220171
30.34586513,51.51162668
33.03354741,58.00026485
26.28883141,56.99306168
36.91344533,43.40779948
33.03354634,37.99973676
30.34586475,44.48837521
28.46046328,34.94410077
24.95154565,43.41537874
45.65891523,36.23057682
41.3331565,38.02236512
44.48837284,30.34586522
37.99973475,33.03354768
43.41537566,24.95154626
34.94409815,28.46046503
59.76942312,45.65891491
57.9776347,41.33315623
64.62983089,41.11169655
71.04845361,43.41537504
67.53953462,34.94409763
