4.5,21
4.5,49
4.5,75
43,4.5
16.5,11.5
16.5,21.5
16.5,31.5
26.5,11.5
26.5,21.5
26.5,31.5
36.5,11.5
36.5,21.5
36.5,31.5
59,9.7
59,16.1
59,22.5
59,28.9
59,35.3
18.5,46.5
18.5,53.5
18.5,60.5
18.5,67.5
18.5,74.5
28.5,48
28.5,61
28.5,74
37.5,48
37.5,61
37.5,74
49.5,47
49.5,62.5
49.5,77
55.5,47
55.5,62.5
55.5,77
61.5,47
61.5,62.5
61.5,76.5
68,47
68,57
68,67
68,76
13,90
35.5,90
63,90
84,90
48.5,97.5
