1,0.5
1,0.6
1,0.5
1,0.5
1,1
1,0.5
2,0.5
2,0.6
2,0.4
2,0.5
2,1
2,0.5
3,0.5
3,1
3,0.5
3,0.5
3,0.5
3,0.3
4,0.6
4,0.8
4,0.8
4,0.9
4,0.9
4,1
4,1
4,0.3
4,0.8
4,0.9
4,1
4,0.3
4,0.6
4,0.8
4,0.6
4,0.6
4,0.3
4,0.3
4,0.3
5,0.2
5,0.1
5,0.35
6,0.2
7,0.3
8,0.3
9,0.3
10,0.3
11,0.3
12,0.3
13,0.3
14,0.3
15,0.3
16,0.3
17,0.1
18,0.1
19,0.3
19,0.3
20,0.3
20,0.3
21,0.3
21,0.3
22,0.3
22,0.3
23,0.3
23,0.3
24,0.3
24,0.4
25,0.4
25,0.4
26,0.4
26,0.4
27,0.4
27,0.4
28,0.4
28,0.4
29,0.3
29,0.4
30,0.3
30,0.4
31,0.3
31,0.4
32,0.3
32,0.3
33,0.4
33,0.3
34,0.2
34,0.3
35,0.4
35,0.35
36,0.2
36,0.35
37,0.4
37,0.3
38,0.4
38,0.5
39,0.4
39,0.5
40,0.4
40,0.5
41,0.3
41,0.3
42,0.3
42,0.35
43,0.4
43,1
43,0.5
43,0.4
44,0.5
44,0.5
44,0.6
44,0.4
45,0.5
45,0.5
45,0.6
45,0.6
46,0.5
46,0.5
46,1
46,0.6
47,0.6
47,0.8
47,0.9
47,0.9
47,0.9
47,1
47,1
47,0.8
47,0.9
47,0.9
47,1
47,0.3
47,0.8
47,0.9
47,0.9
47,0.8
47,0.3
